d_acc/fake_step,d_acc/real_step,d_acc_step,d_logit/fake_mean_step,d_logit/real_mean_step,d_loss/fake_step,d_loss/gp_step,d_loss/real_step,d_loss/total_step,epoch,g_loss/adv_step,g_loss/adv_weighted_step,g_loss/aux_l0_delta_step,g_loss/aux_l0_hf_step,g_loss/aux_l0_ll_step,g_loss/aux_l0_total_step,g_loss/aux_l1_delta_step,g_loss/aux_l1_hf_step,g_loss/aux_l1_ll_step,g_loss/aux_l1_total_step,g_loss/aux_l2_delta_step,g_loss/aux_l2_hf_step,g_loss/aux_l2_ll_step,g_loss/aux_l2_total_step,g_loss/aux_l3_delta_step,g_loss/aux_l3_hf_step,g_loss/aux_l3_ll_step,g_loss/aux_l3_total_step,g_loss/aux_l4_delta_step,g_loss/aux_l4_hf_step,g_loss/aux_l4_ll_step,g_loss/aux_l4_total_step,g_loss/aux_l5_delta_step,g_loss/aux_l5_hf_step,g_loss/aux_l5_ll_step,g_loss/aux_l5_total_step,g_loss/aux_step,g_loss/aux_weighted_step,g_loss/hf_rec_step,g_loss/ll_rec_step,g_loss/rec_step,g_loss/rec_weighted_step,g_loss/total_step,lr-Adam,lr-Adam-1,step
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,0
0.0,1.0,0.5,0.14024826884269714,0.16663789749145508,0.7657912969589233,3.546137605781041e-08,0.613383948802948,1.3791751861572266,0,3.667140007019043,1.8335700035095215,0.0009743678383529186,0.0009743678383529186,0.8583570718765259,0.8603057861328125,0.001252681715413928,0.0012526818318292499,0.8594498634338379,0.8619552850723267,0.0018021909054368734,0.0018021909054368734,0.8615731596946716,0.865177571773529,0.0027376003563404083,0.0027376003563404083,0.8646151423454285,0.8700903058052063,0.004212459083646536,0.004212459083646536,0.8680959343910217,0.8765208125114441,0.00635878648608923,0.00635878648608923,0.8706746101379395,0.8833922147750854,0.873479425907135,0.21836985647678375,0.006360984407365322,0.8706785440444946,0.8770395517349243,0.8770395517349243,2.9289793968200684,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,1
1.0,0.0,0.5,-3.7292556762695312,-3.6087546348571777,0.02467936836183071,0.0,3.637234687805176,3.661914110183716,0,0.00014127715257927775,7.063857628963888e-05,0.021908827126026154,0.021908827126026154,0.8091028928756714,0.8529205322265625,0.05251020938158035,0.05251021310687065,0.7949528694152832,0.8999732732772827,0.0275336354970932,0.0275336354970932,0.8268009424209595,0.8818682432174683,0.024721771478652954,0.024721771478652954,0.8298020362854004,0.8792455196380615,0.01851939782500267,0.01851939782500267,0.853682279586792,0.8907210826873779,0.023830723017454147,0.023830723017454147,0.854947566986084,0.9026089906692505,0.8897483348846436,0.2224370837211609,0.025039222091436386,0.8549454212188721,0.8799846172332764,0.8799846172332764,1.102492332458496,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,2
0.0,1.0,0.5,8.882473945617676,9.030832290649414,8.882620811462402,0.0,0.00012691825395449996,8.882747650146484,0,0.06526922434568405,0.032634612172842026,0.06820809841156006,0.06820809841156006,0.7640761137008667,0.9004923105239868,0.02779819816350937,0.02779819816350937,0.7466729879379272,0.8022693395614624,0.04334184527397156,0.04334184154868126,0.8229489326477051,0.9096325635910034,0.028698377311229706,0.028698377311229706,0.8268433213233948,0.8842400908470154,0.010682528838515282,0.010682528838515282,0.8504178524017334,0.8717828989028931,0.010646595619618893,0.010646596550941467,0.8413330316543579,0.8626261949539185,0.8716933727264404,0.2179233431816101,0.010481546632945538,0.8414571285247803,0.8519386649131775,0.8519386649131775,1.10249662399292,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,3
0.0,1.0,0.5,2.600289821624756,2.653681755065918,2.677488327026367,0.0,0.0736466571688652,2.7511348724365234,0,2.708775043487549,1.3543875217437744,0.045427948236465454,0.045427948236465454,0.6847496032714844,0.7756054401397705,0.0925506204366684,0.0925506204366684,0.7119446992874146,0.8970459699630737,0.03571603447198868,0.03571603447198868,0.7801720499992371,0.851604163646698,0.030779434368014336,0.030779434368014336,0.7448409795761108,0.8063998222351074,0.012809740379452705,0.012809740379452705,0.824225902557373,0.8498454093933105,0.019522523507475853,0.019522523507475853,0.8109732270240784,0.850018322467804,0.8428308367729187,0.21070770919322968,0.021877538412809372,0.8112412691116333,0.8331187963485718,0.8331187963485718,2.3982138633728027,,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,4
1.0,0.0,0.5,-2.987224817276001,-2.9634227752685547,0.05650344491004944,0.0,3.021423816680908,3.077927350997925,0,1.2473498582839966,0.6236749291419983,0.061487313359975815,0.061487313359975815,0.5594397783279419,0.6824144124984741,0.06296132504940033,0.06296132504940033,0.5771341323852539,0.703056812286377,0.01931218057870865,0.01931218057870865,0.7028205394744873,0.7414449453353882,0.02921087108552456,0.02921087108552456,0.6727622747421265,0.7311840057373047,0.012043884955346584,0.012043884955346584,0.7939733266830444,0.818061113357544,0.013143884018063545,0.013143884018063545,0.7822338342666626,0.8085216283798218,0.7704302668571472,0.1926075667142868,0.018372084945440292,0.782585859298706,0.8009579181671143,0.8009579181671143,1.617240309715271,,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,5
1.0,0.0,0.5,-0.888956606388092,-0.8676077723503113,0.3632005453109741,7.568063509211242e-09,1.236844778060913,1.6000453233718872,0,0.1907919943332672,0.0953959971666336,0.01604442298412323,0.01604442298412323,0.5142320990562439,0.5463209748268127,0.07042457163333893,0.07042456418275833,0.49586236476898193,0.6367114782333374,0.01903199404478073,0.01903199404478073,0.6333486437797546,0.6714126467704773,0.023577703163027763,0.023577703163027763,0.5998662114143372,0.6470215916633606,0.011273635551333427,0.011273635551333427,0.7540748715400696,0.7766221165657043,0.018389848992228508,0.018389848992228508,0.7435217499732971,0.7803013920783997,0.7136660814285278,0.17841652035713196,0.016211140900850296,0.7439662218093872,0.7601773738861084,0.7601773738861084,1.0339899063110352,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,6
0.0,1.0,0.5,1.672544002532959,1.6904900074005127,1.8528192043304443,0.0,0.1770394742488861,2.0298585891723633,0,0.6593501567840576,0.3296750783920288,0.04614807292819023,0.04614807292819023,0.45905622839927673,0.5513523817062378,0.017321206629276276,0.017321206629276276,0.41481131315231323,0.4494537115097046,0.01469980925321579,0.01469980925321579,0.5581756830215454,0.5875753164291382,0.02213594876229763,0.02213594876229763,0.5194976329803467,0.5637695789337158,0.010382097214460373,0.010382097214460373,0.7077440023422241,0.7285082340240479,0.010785270482301712,0.010785270482301712,0.693994402885437,0.7155649662017822,0.6382855176925659,0.15957137942314148,0.01403040811419487,0.6945953369140625,0.7086257338523865,0.7086257338523865,1.1978721618652344,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,7
0.5,0.5,0.5,0.03473476320505142,0.05679194629192352,0.7159861326217651,0.0,0.6702191829681396,1.3862053155899048,0,1.0718132257461548,0.5359066128730774,0.024087797850370407,0.024087797850370407,0.4406672716140747,0.48884284496307373,0.04883556813001633,0.04883556813001633,0.368679404258728,0.4663505554199219,0.018085092306137085,0.018085092306137085,0.5051148533821106,0.5412850379943848,0.032360613346099854,0.032360613346099854,0.47093647718429565,0.5356577038764954,0.014693818986415863,0.014693818986415863,0.6773397922515869,0.7067273855209351,0.01772168092429638,0.01772168092429638,0.6645447611808777,0.699988067150116,0.6153140664100647,0.15382851660251617,0.0223600622266531,0.6651900410652161,0.6875501275062561,0.6875501275062561,1.3772852420806885,,,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,8
1.0,0.0,0.5,-0.6795159578323364,-0.6536359786987305,0.4128331243991852,0.0,1.0754121541976929,1.4882452487945557,0,0.6414732933044434,0.3207366466522217,0.043065473437309265,0.043065473437309265,0.39368224143981934,0.47981321811676025,0.04057801514863968,0.04057801514863968,0.2817336618900299,0.36288967728614807,0.014853114262223244,0.014853114262223244,0.44446343183517456,0.47416967153549194,0.01875820942223072,0.01875820942223072,0.4102957546710968,0.44781216979026794,0.00931478850543499,0.00931478850543499,0.6334923505783081,0.652121901512146,0.016789551824331284,0.016789551824331284,0.6164799928665161,0.6500591039657593,0.5514435768127441,0.13786089420318604,0.014636742882430553,0.6171673536300659,0.6318041086196899,0.6318041086196899,1.0904016494750977,,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,9
0.4375,0.5625,0.5,0.04279719293117523,0.06830013543367386,0.7200174927711487,0.0,0.665359377861023,1.3853769302368164,0,0.5608615279197693,0.28043076395988464,0.026793669909238815,0.026793669909238815,0.36110058426856995,0.4146879017353058,0.036727987229824066,0.036727990955114365,0.23749367892742157,0.3109496533870697,0.017213724553585052,0.017213724553585052,0.39143913984298706,0.42586660385131836,0.026076536625623703,0.026076536625623703,0.3586747348308563,0.41082778573036194,0.013648372143507004,0.013648372143507004,0.5986855030059814,0.6259822845458984,0.017921529710292816,0.017921529710292816,0.5834696292877197,0.6193126440048218,0.5144421458244324,0.1286105364561081,0.022833991795778275,0.5841479897499084,0.6069819927215576,0.6069819927215576,1.0160232782363892,,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,10
0.0,1.0,0.5,0.31602126359939575,0.3428535461425781,0.867069661617279,1.1892917761713306e-08,0.5403100252151489,1.4073796272277832,0,0.785155177116394,0.392577588558197,0.033004697412252426,0.033004697412252426,0.36372193694114685,0.4297313392162323,0.046431880444288254,0.046431880444288254,0.23038388788700104,0.32324764132499695,0.01676831766963005,0.01676831766963005,0.35925745964050293,0.39279407262802124,0.014981836080551147,0.014981836080551147,0.32082992792129517,0.35079360008239746,0.009889177978038788,0.009889177978038788,0.5461207628250122,0.565899133682251,0.015326231718063354,0.015326231718063354,0.5308804512023926,0.5615329742431641,0.46935606002807617,0.11733901500701904,0.015818828716874123,0.5314951539039612,0.5473139882087708,0.5473139882087708,1.0572305917739868,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,11
1.0,0.0,0.5,-0.21751505136489868,-0.19251689314842224,0.5905960202217102,0.0,0.794354259967804,1.3849502801895142,0,0.7198732495307922,0.3599366247653961,0.029023785144090652,0.029023785144090652,0.31543999910354614,0.37348759174346924,0.05383765697479248,0.05383765697479248,0.2448253035545349,0.3525006175041199,0.01705916039645672,0.01705916039645672,0.31592434644699097,0.3500426411628723,0.029733195900917053,0.029733195900917053,0.2889854311943054,0.34845179319381714,0.012693251483142376,0.012693251483142376,0.521438717842102,0.5468251705169678,0.017246898263692856,0.017246898263692856,0.5065797567367554,0.5410735607147217,0.452523410320282,0.1131308525800705,0.01953645423054695,0.5071230530738831,0.5266594886779785,0.5266594886779785,0.9997269511222839,,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,12
0.9375,0.0625,0.5,-0.08918893337249756,-0.05742199718952179,0.6501094102859497,0.0,0.7225058078765869,1.3726152181625366,0,0.6228888034820557,0.31144440174102783,0.030504707247018814,0.030504707247018814,0.3224719762802124,0.38348138332366943,0.035237666219472885,0.035237666219472885,0.20485743880271912,0.2753327786922455,0.01121903769671917,0.01121903769671917,0.29842042922973633,0.3208584785461426,0.01679334044456482,0.01679334044456482,0.2613160014152527,0.2949026823043823,0.010914457961916924,0.010914457961916924,0.49054813385009766,0.5123770236968994,0.014934147708117962,0.014934147708117962,0.47424066066741943,0.5041089653968811,0.4125177264213562,0.10312943160533905,0.013343057595193386,0.47469010949134827,0.4880331754684448,0.4880331754684448,0.9026070237159729,,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016,0.0001,13
